Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market_Area,Marketing_Cost,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Calculated_Profit,Profit_Match,Net_Profit_Status
505,25,-28,2014-05-29,-466,31,small market,south,9,beans,espresso,caffe latte,-8,60,new mexico,10,20,10,30,43,regular,-8,True,net negative
318,103,19,2014-05-30,564,133,small market,south,33,leaves,herbal tea,chamomile,102,251,louisiana,80,130,110,210,46,decaf,102,True,net positive
225,79,-10,2014-05-31,593,98,small market,south,30,leaves,herbal tea,lemon,46,189,louisiana,60,90,60,150,64,decaf,46,True,net positive
918,96,-15,2014-06-01,683,134,small market,south,87,leaves,herbal tea,lemon,32,245,oklahoma,80,120,40,200,117,decaf,32,True,net positive
432,225,28,2014-06-02,1272,265,major market,south,69,beans,coffee,colombian,206,522,texas,260,320,230,580,91,regular,206,True,net positive
806,75,48,2014-06-03,-1050,114,major market,south,24,beans,espresso,caffe latte,71,201,texas,50,90,40,140,55,regular,71,True,net positive
915,118,88,2014-06-04,930,172,major market,south,33,beans,espresso,caffe mocha,146,309,texas,90,130,100,220,45,regular,146,True,net positive
580,78,52,2014-06-05,798,119,small market,south,25,beans,espresso,decaf espresso,75,210,oklahoma,60,90,40,150,57,decaf,75,True,net positive
918,88,15,2014-06-06,561,112,small market,south,29,beans,coffee,colombian,84,213,oklahoma,100,130,90,230,41,regular,84,True,net positive
405,102,72,2014-06-07,-2003,143,small market,south,31,beans,espresso,caffe latte,105,261,oklahoma,80,100,60,180,54,regular,105,True,net positive
985,101,46,2014-06-08,552,130,small market,south,33,leaves,herbal tea,chamomile,100,246,louisiana,90,120,80,210,45,decaf,100,True,net positive
505,15,3,2014-06-09,848,24,small market,south,4,leaves,herbal tea,chamomile,12,42,new mexico,10,20,10,30,15,decaf,12,True,net positive
337,82,16,2014-06-10,601,102,small market,south,31,leaves,herbal tea,lemon,50,196,louisiana,70,100,40,170,64,decaf,50,True,net positive
405,94,2,2014-06-11,694,130,small market,south,85,leaves,herbal tea,lemon,30,239,oklahoma,80,120,20,200,115,decaf,30,True,net positive
409,241,39,2014-06-12,1321,284,major market,south,74,beans,coffee,colombian,222,559,texas,280,340,240,620,96,regular,222,True,net positive
254,123,87,2014-06-13,959,179,major market,south,34,beans,espresso,caffe mocha,153,322,texas,90,140,110,230,46,regular,153,True,net positive
505,92,-16,2014-06-14,1898,68,small market,south,28,beans,coffee,decaf irish cream,27,171,new mexico,100,90,40,190,52,decaf,27,True,net positive
918,88,47,2014-06-15,817,133,small market,south,29,beans,espresso,decaf espresso,87,236,oklahoma,60,110,60,170,61,decaf,87,True,net positive
985,49,-2,2014-06-16,845,71,small market,south,13,beans,coffee,colombian,54,128,louisiana,50,90,70,140,25,regular,54,True,net positive
505,48,-10,2014-06-17,462,74,small market,south,15,beans,coffee,colombian,35,130,new mexico,50,90,50,140,47,regular,35,True,net positive
580,81,-2,2014-06-18,551,104,small market,south,26,beans,coffee,colombian,78,197,oklahoma,90,130,100,220,38,regular,78,True,net positive
505,20,-12,2014-06-19,-598,25,small market,south,7,beans,espresso,caffe latte,-12,48,new mexico,10,20,-10,30,40,regular,-12,True,net negative
918,134,90,2014-06-20,-2248,186,small market,south,41,beans,espresso,caffe latte,142,341,oklahoma,100,140,90,240,65,regular,142,True,net positive
985,94,44,2014-06-21,540,120,small market,south,31,leaves,herbal tea,chamomile,91,228,louisiana,80,110,70,190,43,decaf,91,True,net positive
505,16,3,2014-06-22,851,25,small market,south,4,leaves,herbal tea,chamomile,12,44,new mexico,10,20,10,30,16,decaf,12,True,net positive
580,105,0,2014-06-23,716,145,small market,south,95,leaves,herbal tea,lemon,36,266,oklahoma,90,140,30,230,125,decaf,36,True,net positive
860,125,-15,2014-06-24,1119,188,small market,east,41,beans,coffee,colombian,115,313,connecticut,100,160,130,260,73,regular,115,True,net positive
203,60,-39,2014-06-25,606,84,small market,east,54,beans,espresso,caffe mocha,1,144,connecticut,40,90,40,130,83,regular,1,True,net positive
203,130,-8,2014-06-26,1134,195,small market,east,42,beans,coffee,colombian,122,325,connecticut,110,180,130,290,73,regular,122,True,net positive
203,115,-5,2014-06-27,1166,174,small market,east,37,beans,coffee,colombian,105,289,connecticut,100,160,110,260,69,regular,105,True,net positive
203,125,41,2014-06-28,1119,188,small market,east,41,beans,coffee,colombian,136,334,connecticut,100,160,130,260,73,regular,136,True,net positive
959,60,-39,2014-06-29,606,84,small market,east,54,beans,espresso,caffe mocha,10,153,connecticut,40,90,40,130,83,regular,10,True,net positive
203,130,51,2014-06-30,1134,195,small market,east,42,beans,coffee,colombian,143,346,connecticut,110,180,130,290,73,regular,143,True,net positive
959,115,46,2014-07-01,1166,174,small market,east,37,beans,coffee,colombian,124,308,connecticut,100,160,110,260,69,regular,124,True,net positive
561,91,-14,2014-07-02,656,127,major market,east,28,beans,coffee,decaf irish cream,76,218,florida,70,110,90,180,51,decaf,76,True,net positive
239,86,-30,2014-07-03,547,116,major market,east,28,beans,espresso,decaf espresso,60,202,florida,70,110,90,180,56,decaf,60,True,net positive
407,82,-26,2014-07-04,788,123,major market,east,27,beans,coffee,colombian,64,205,florida,60,110,90,170,59,regular,64,True,net positive
857,72,18,2014-07-05,-3004,402,major market,east,23,beans,coffee,colombian,348,474,massachusetts,50,350,330,400,54,regular,348,True,net positive
315,260,17,2014-07-06,2548,390,major market,east,91,beans,coffee,colombian,247,650,new york,210,330,230,540,143,regular,247,True,net positive
239,96,-32,2014-07-07,683,134,major market,east,87,beans,espresso,caffe mocha,18,230,florida,80,130,50,210,116,regular,18,True,net positive
845,125,-32,2014-07-08,3142,-56,major market,east,113,beans,espresso,caffe mocha,-202,69,new york,110,-60,-170,50,146,regular,-202,True,net negative
781,161,-28,2014-07-09,1267,161,major market,east,45,beans,espresso,regular espresso,92,322,massachusetts,140,160,120,300,69,regular,92,True,net positive
718,239,-15,2014-07-10,1197,526,major market,east,66,beans,espresso,regular espresso,435,765,new york,210,510,450,720,91,regular,435,True,net positive
386,22,-10,2014-07-11,573,29,major market,east,7,leaves,herbal tea,chamomile,10,51,florida,0,20,20,20,19,decaf,10,True,net positive
845,255,59,2014-07-12,1622,258,major market,east,96,leaves,herbal tea,lemon,129,513,new york,140,150,70,290,129,decaf,129,True,net positive
315,239,-70,2014-07-13,4360,-75,major market,east,74,leaves,herbal tea,mint,-170,164,new york,130,-50,-100,80,95,decaf,-170,True,net negative
516,108,-25,2014-07-14,971,157,major market,east,30,leaves,tea,darjeeling,115,265,new york,110,170,140,280,42,regular,115,True,net positive
716,123,-26,2014-07-15,915,179,major market,east,34,leaves,tea,earl grey,134,302,new york,130,190,160,320,45,regular,134,True,net positive
518,76,-22,2014-07-16,580,111,major market,east,21,leaves,tea,green tea,78,187,new york,80,120,100,200,33,regular,78,True,net positive
772,102,-1,2014-07-17,666,143,major market,east,31,beans,coffee,decaf irish cream,89,245,florida,90,130,90,220,54,decaf,89,True,net positive
561,77,-9,2014-07-18,557,103,major market,east,25,beans,espresso,decaf espresso,51,180,florida,70,100,60,170,52,decaf,51,True,net positive
754,78,3,2014-07-19,798,119,major market,east,25,beans,coffee,colombian,63,197,florida,70,100,60,170,56,regular,63,True,net positive
978,75,24,2014-07-20,-3287,379,major market,east,24,beans,coffee,colombian,324,454,massachusetts,60,340,300,400,55,regular,324,True,net positive
347,249,6,2014-07-21,2580,374,major market,east,87,beans,coffee,colombian,236,623,new york,220,340,230,560,138,regular,236,True,net positive
754,94,-5,2014-07-22,694,130,major market,east,85,beans,espresso,caffe mocha,15,224,florida,90,120,20,210,115,regular,15,True,net positive
347,121,-12,2014-07-23,3385,-60,major market,east,109,beans,espresso,caffe mocha,-202,61,new york,110,-60,-190,50,142,regular,-202,True,net negative
508,181,-12,2014-07-24,1283,182,major market,east,50,beans,espresso,regular espresso,108,363,massachusetts,170,180,120,350,74,regular,108,True,net positive
646,211,-9,2014-07-25,933,464,major market,east,59,beans,espresso,regular espresso,381,675,new york,200,460,390,660,83,regular,381,True,net positive
561,22,1,2014-07-26,570,30,major market,east,7,leaves,herbal tea,chamomile,11,52,florida,10,20,10,30,19,decaf,11,True,net positive
631,245,64,2014-07-27,1704,331,major market,east,93,leaves,herbal tea,lemon,204,576,new york,180,240,140,420,127,decaf,204,True,net positive
914,225,-36,2014-07-28,4742,-65,major market,east,69,leaves,herbal tea,mint,-156,160,new york,160,-50,-120,110,91,decaf,-156,True,net negative
518,81,-6,2014-07-29,984,117,major market,east,22,leaves,tea,darjeeling,84,198,new york,80,120,90,200,33,regular,84,True,net positive
315,118,-3,2014-07-30,930,172,major market,east,33,leaves,tea,earl grey,127,290,new york,120,170,130,290,45,regular,127,True,net positive
813,134,12,2014-07-31,690,186,major market,east,41,beans,coffee,decaf irish cream,122,320,florida,120,160,110,280,64,decaf,122,True,net positive
407,83,-12,2014-08-01,575,112,major market,east,27,beans,espresso,decaf espresso,58,195,florida,80,110,70,190,54,decaf,58,True,net positive
754,88,-7,2014-08-02,817,133,major market,east,29,beans,coffee,colombian,73,221,florida,70,120,80,190,60,regular,73,True,net positive
351,67,30,2014-08-03,-3534,443,major market,east,22,beans,coffee,colombian,390,510,massachusetts,60,390,360,450,53,regular,390,True,net positive
845,279,21,2014-08-04,2642,420,major market,east,97,beans,coffee,colombian,271,699,new york,250,370,250,620,149,regular,271,True,net positive
305,105,-9,2014-08-05,716,145,major market,east,95,beans,espresso,caffe mocha,21,250,florida,100,140,30,240,124,regular,21,True,net positive
212,135,-14,2014-08-06,3641,-69,major market,east,122,beans,espresso,caffe mocha,-224,66,new york,130,-70,-210,60,155,regular,-224,True,net negative
351,153,7,2014-08-07,1319,153,major market,east,42,beans,espresso,regular espresso,87,306,massachusetts,150,140,80,290,66,regular,87,True,net positive
718,250,-8,2014-08-08,723,407,major market,east,70,beans,espresso,regular espresso,312,657,new york,240,400,320,640,95,regular,312,True,net positive
607,294,99,2014-08-09,1727,453,major market,east,111,leaves,herbal tea,lemon,309,747,new york,220,320,210,540,144,decaf,309,True,net positive
716,241,-39,2014-08-10,5121,-93,major market,east,74,leaves,herbal tea,mint,-189,148,new york,180,-80,-150,100,96,decaf,-189,True,net negative
716,86,-1,2014-08-11,1003,124,major market,east,24,leaves,tea,darjeeling,89,210,new york,90,120,90,210,35,regular,89,True,net positive
718,123,-17,2014-08-12,959,179,major market,east,34,leaves,tea,earl grey,133,302,new york,120,190,150,310,46,regular,133,True,net positive
772,91,23,2014-08-13,656,127,major market,east,28,beans,coffee,decaf irish cream,90,232,florida,70,110,90,180,51,decaf,90,True,net positive
321,86,-1,2014-08-14,547,116,major market,east,28,beans,espresso,decaf espresso,73,215,florida,70,110,90,180,56,decaf,73,True,net positive
954,82,5,2014-08-15,788,123,major market,east,27,beans,coffee,colombian,77,218,florida,60,110,90,170,59,regular,77,True,net positive
857,72,186,2014-08-16,-3004,402,major market,east,23,beans,coffee,colombian,379,505,massachusetts,50,350,330,400,54,regular,379,True,net positive
716,260,137,2014-08-17,2548,390,major market,east,91,beans,coffee,colombian,290,693,new york,210,330,230,540,143,regular,290,True,net positive
727,96,-23,2014-08-18,683,134,major market,east,87,beans,espresso,caffe mocha,33,245,florida,80,130,50,210,116,regular,33,True,net positive
914,125,-130,2014-08-19,3142,-56,major market,east,113,beans,espresso,caffe mocha,-197,74,new york,110,-60,-170,50,146,regular,-197,True,net negative
508,161,17,2014-08-20,1267,161,major market,east,45,beans,espresso,regular espresso,113,343,massachusetts,140,160,120,300,69,regular,113,True,net positive
212,239,196,2014-08-21,1197,526,major market,east,66,beans,espresso,regular espresso,485,815,new york,210,510,450,720,91,regular,485,True,net positive
904,22,-5,2014-08-22,573,29,major market,east,7,leaves,herbal tea,chamomile,13,54,florida,0,20,20,20,19,decaf,13,True,net positive
585,255,121,2014-08-23,1622,258,major market,east,96,leaves,herbal tea,lemon,163,547,new york,140,150,70,290,129,decaf,163,True,net positive
631,239,-152,2014-08-24,4360,-75,major market,east,74,leaves,herbal tea,mint,-159,175,new york,130,-50,-100,80,95,decaf,-159,True,net negative
585,108,31,2014-08-25,971,157,major market,east,30,leaves,tea,darjeeling,132,282,new york,110,170,140,280,42,regular,132,True,net positive
718,123,39,2014-08-26,915,179,major market,east,34,leaves,tea,earl grey,154,322,new york,130,190,160,320,45,regular,154,True,net positive
607,76,16,2014-08-27,580,111,major market,east,21,leaves,tea,green tea,90,199,new york,80,120,100,200,33,regular,90,True,net positive
904,102,42,2014-08-28,666,143,major market,east,31,beans,coffee,decaf irish cream,105,261,florida,90,130,90,220,54,decaf,105,True,net positive
772,77,16,2014-08-29,557,103,major market,east,25,beans,espresso,decaf espresso,63,192,florida,70,100,60,170,52,decaf,63,True,net positive
786,78,33,2014-08-30,798,119,major market,east,25,beans,coffee,colombian,76,210,florida,70,100,60,170,56,regular,76,True,net positive
857,75,181,2014-08-31,-3287,379,major market,east,24,beans,coffee,colombian,354,484,massachusetts,60,340,300,400,55,regular,354,True,net positive
607,249,120,2014-09-01,2580,374,major market,east,87,beans,coffee,colombian,277,664,new york,220,340,230,560,138,regular,277,True,net positive
813,94,2,2014-09-02,694,130,major market,east,85,beans,espresso,caffe mocha,30,239,florida,90,120,20,210,115,regular,30,True,net positive
914,121,-110,2014-09-03,3385,-60,major market,east,109,beans,espresso,caffe mocha,-198,65,new york,110,-60,-190,50,142,regular,-198,True,net negative
617,181,40,2014-09-04,1283,182,major market,east,50,beans,espresso,regular espresso,132,387,massachusetts,170,180,120,350,74,regular,132,True,net positive
917,211,175,2014-09-05,933,464,major market,east,59,beans,espresso,regular espresso,425,719,new york,200,460,390,660,83,regular,425,True,net positive
727,22,6,2014-09-06,570,30,major market,east,7,leaves,herbal tea,chamomile,14,55,florida,10,20,10,30,19,decaf,14,True,net positive
585,245,163,2014-09-07,1704,331,major market,east,93,leaves,herbal tea,lemon,242,614,new york,180,240,140,420,127,decaf,242,True,net positive
518,225,-112,2014-09-08,4742,-65,major market,east,69,leaves,herbal tea,mint,-145,171,new york,160,-50,-120,110,91,decaf,-145,True,net negative
516,81,35,2014-09-09,984,117,major market,east,22,leaves,tea,darjeeling,97,211,new york,80,120,90,200,33,regular,97,True,net positive
914,118,58,2014-09-10,930,172,major market,east,33,leaves,tea,earl grey,146,309,new york,120,170,130,290,45,regular,146,True,net positive
727,134,71,2014-09-11,690,186,major market,east,41,beans,coffee,decaf irish cream,143,341,florida,120,160,110,280,64,decaf,143,True,net positive
386,83,16,2014-09-12,575,112,major market,east,27,beans,espresso,decaf espresso,71,208,florida,80,110,70,190,54,decaf,71,True,net positive
407,88,28,2014-09-13,817,133,major market,east,29,beans,coffee,colombian,88,236,florida,70,120,80,190,60,regular,88,True,net positive
351,67,219,2014-09-14,-3534,443,major market,east,22,beans,coffee,colombian,423,543,massachusetts,60,390,360,450,53,regular,423,True,net positive
315,279,152,2014-09-15,2642,420,major market,east,97,beans,coffee,colombian,317,745,new york,250,370,250,620,149,regular,317,True,net positive
305,105,1,2014-09-16,716,145,major market,east,95,beans,espresso,caffe mocha,37,266,florida,100,140,30,240,124,regular,37,True,net positive
845,135,-122,2014-09-17,3641,-69,major market,east,122,beans,espresso,caffe mocha,-220,70,new york,130,-70,-210,60,155,regular,-220,True,net negative
857,153,49,2014-09-18,1319,153,major market,east,42,beans,espresso,regular espresso,107,326,massachusetts,150,140,80,290,66,regular,107,True,net positive
518,250,143,2014-09-19,723,407,major market,east,70,beans,espresso,regular espresso,355,700,new york,240,400,320,640,95,regular,355,True,net positive
631,294,249,2014-09-20,1727,453,major market,east,111,leaves,herbal tea,lemon,358,796,new york,220,320,210,540,144,decaf,358,True,net positive
716,241,-130,2014-09-21,5121,-93,major market,east,74,leaves,herbal tea,mint,-179,158,new york,180,-80,-150,100,96,decaf,-179,True,net negative
718,86,42,2014-09-22,1003,124,major market,east,24,leaves,tea,darjeeling,103,224,new york,90,120,90,210,35,regular,103,True,net positive
518,123,47,2014-09-23,959,179,major market,east,34,leaves,tea,earl grey,153,322,new york,120,190,150,310,46,regular,153,True,net positive
719,108,-34,2014-09-24,971,157,major market,central,30,beans,coffee,decaf irish cream,116,265,colorado,100,160,150,260,41,decaf,116,True,net positive
815,122,-45,2014-09-25,789,176,major market,central,39,beans,coffee,decaf irish cream,115,298,illinois,110,190,160,300,61,decaf,115,True,net positive
303,72,-74,2014-09-26,650,110,major market,central,23,beans,espresso,decaf espresso,56,182,colorado,100,160,130,260,54,decaf,56,True,net positive
312,239,-151,2014-09-27,1755,239,major market,central,66,beans,espresso,decaf espresso,149,478,illinois,340,370,300,710,90,decaf,149,True,net positive
614,54,-58,2014-09-28,404,66,major market,central,20,beans,espresso,decaf espresso,12,120,ohio,70,100,70,170,54,decaf,12,True,net positive
970,123,-27,2014-09-29,915,179,major market,central,34,beans,coffee,amaretto,133,302,colorado,120,180,160,300,46,regular,133,True,net positive
815,154,-40,2014-09-30,1132,213,major market,central,50,beans,coffee,colombian,120,367,illinois,150,220,160,370,93,regular,120,True,net positive
303,76,-91,2014-10-01,580,111,major market,central,21,beans,espresso,caffe mocha,79,187,colorado,100,180,170,280,32,regular,79,True,net positive
815,257,-196,2014-10-02,1662,341,major market,central,84,beans,espresso,caffe mocha,224,598,illinois,370,520,420,890,117,regular,224,True,net positive
567,161,-98,2014-10-03,1267,161,major market,central,45,beans,espresso,caffe mocha,92,322,ohio,230,240,190,470,69,regular,92,True,net positive
719,161,-18,2014-10-04,1267,161,major market,central,45,leaves,herbal tea,chamomile,92,322,colorado,120,140,110,260,69,decaf,92,True,net positive
708,123,-7,2014-10-05,915,179,major market,central,34,leaves,herbal tea,chamomile,133,302,illinois,90,150,140,240,46,decaf,133,True,net positive
815,108,-4,2014-10-06,971,157,major market,central,30,leaves,herbal tea,mint,116,265,illinois,80,130,120,210,41,decaf,116,True,net positive
234,82,5,2014-10-07,788,123,major market,central,27,leaves,tea,darjeeling,65,205,ohio,50,90,60,140,58,regular,65,True,net positive
614,91,-4,2014-10-08,656,127,major market,central,28,leaves,tea,earl grey,76,218,ohio,50,100,80,150,51,regular,76,True,net positive
720,90,-6,2014-10-09,572,115,major market,central,29,leaves,tea,green tea,74,205,colorado,50,90,80,140,41,regular,74,True,net positive
641,10,-12,2014-10-10,598,13,small market,central,3,beans,coffee,decaf irish cream,-2,23,iowa,0,10,10,10,15,decaf,-2,True,net negative
715,86,-39,2014-10-11,547,116,small market,central,28,beans,coffee,decaf irish cream,61,202,wisconsin,80,120,100,200,55,decaf,61,True,net positive
816,79,-35,2014-10-12,593,98,small market,central,30,beans,coffee,colombian,35,177,missouri,70,100,70,170,63,regular,35,True,net positive
715,96,-42,2014-10-13,683,134,small market,central,87,beans,coffee,colombian,18,230,wisconsin,90,140,60,230,116,regular,18,True,net positive
314,40,-54,2014-10-14,881,59,small market,central,11,beans,espresso,caffe mocha,36,99,missouri,50,90,90,140,23,regular,36,True,net positive
608,80,-72,2014-10-15,1055,94,small market,central,24,beans,espresso,caffe mocha,48,174,wisconsin,110,140,120,250,46,regular,48,True,net positive
712,257,14,2014-10-16,1662,341,small market,central,84,leaves,herbal tea,chamomile,224,598,iowa,200,280,210,480,117,decaf,224,True,net positive
641,122,-16,2014-10-17,789,176,small market,central,39,leaves,herbal tea,lemon,114,298,iowa,90,150,130,240,62,decaf,114,True,net positive
573,86,-36,2014-10-18,1698,23,small market,central,26,leaves,herbal tea,lemon,-26,109,missouri,60,20,10,80,49,decaf,-26,True,net negative
563,239,39,2014-10-19,1755,239,small market,central,66,leaves,tea,darjeeling,149,478,iowa,170,170,110,340,90,regular,149,True,net positive
563,255,53,2014-10-20,1756,312,small market,central,96,leaves,tea,earl grey,183,567,iowa,170,230,130,400,129,regular,183,True,net positive
417,25,-11,2014-10-21,209,31,small market,central,9,leaves,tea,earl grey,-11,56,missouri,10,20,0,30,42,regular,-11,True,net negative
970,81,4,2014-10-22,984,117,major market,central,22,beans,coffee,decaf irish cream,84,198,colorado,80,110,80,190,33,decaf,84,True,net positive
815,113,-4,2014-10-23,803,165,major market,central,36,beans,coffee,decaf irish cream,106,278,illinois,110,160,110,270,59,decaf,106,True,net positive
303,75,-42,2014-10-24,659,114,major market,central,24,beans,espresso,decaf espresso,58,189,colorado,90,150,100,240,56,decaf,58,True,net positive
847,211,-71,2014-10-25,1778,212,major market,central,59,beans,espresso,decaf espresso,129,423,illinois,270,270,200,540,83,decaf,129,True,net positive
970,118,-2,2014-10-26,930,172,major market,central,33,beans,coffee,amaretto,128,290,colorado,110,170,130,280,44,regular,128,True,net positive
815,173,-1,2014-10-27,1150,239,major market,central,57,beans,coffee,colombian,139,412,illinois,170,230,140,400,100,regular,139,True,net positive
303,50,-22,2014-10-28,589,73,major market,central,14,beans,espresso,caffe mocha,48,123,colorado,60,90,70,150,25,regular,48,True,net positive
224,228,-94,2014-10-29,1691,304,major market,central,75,beans,espresso,caffe mocha,196,532,illinois,290,390,290,680,108,regular,196,True,net positive
440,181,-63,2014-10-30,1283,182,major market,central,50,beans,espresso,caffe mocha,107,363,ohio,230,230,170,460,75,regular,107,True,net positive
970,181,7,2014-10-31,1283,182,major market,central,50,leaves,herbal tea,chamomile,107,363,colorado,170,160,100,330,75,decaf,107,True,net positive
312,118,17,2014-11-01,930,172,major market,central,33,leaves,herbal tea,chamomile,127,290,illinois,110,150,110,260,45,decaf,127,True,net positive
630,81,4,2014-11-02,984,117,major market,central,22,leaves,herbal tea,mint,84,198,illinois,70,110,80,180,33,decaf,84,True,net positive
330,78,2,2014-11-03,798,119,major market,central,25,leaves,tea,darjeeling,62,197,ohio,60,100,60,160,57,regular,62,True,net positive
630,75,9,2014-11-04,659,114,major market,central,24,leaves,tea,earl grey,59,189,illinois,60,90,50,150,55,regular,59,True,net positive
419,102,19,2014-11-05,666,143,major market,central,31,leaves,tea,earl grey,89,245,ohio,80,120,70,200,54,regular,89,True,net positive
719,88,10,2014-11-06,561,112,major market,central,29,leaves,tea,green tea,70,200,colorado,70,90,60,160,42,regular,70,True,net positive
641,10,-13,2014-11-07,596,13,small market,central,3,beans,coffee,decaf irish cream,-3,23,iowa,0,20,10,20,16,decaf,-3,True,net negative
262,77,-9,2014-11-08,557,103,small market,central,25,beans,coffee,decaf irish cream,51,180,wisconsin,70,100,60,170,52,decaf,51,True,net positive
563,15,-2,2014-11-09,848,24,small market,central,4,beans,coffee,amaretto,8,39,iowa,10,20,10,30,16,regular,8,True,net positive
573,82,-2,2014-11-10,601,102,small market,central,31,beans,coffee,colombian,38,184,missouri,80,100,40,180,64,regular,38,True,net positive
262,94,-14,2014-11-11,694,130,small market,central,85,beans,coffee,colombian,16,224,wisconsin,90,130,30,220,114,regular,16,True,net positive
314,54,-29,2014-11-12,885,78,small market,central,15,beans,espresso,caffe mocha,51,132,missouri,60,100,80,160,27,regular,51,True,net positive
920,75,-25,2014-11-13,1063,89,small market,central,23,beans,espresso,caffe mocha,45,164,wisconsin,90,110,70,200,44,regular,45,True,net positive
712,228,16,2014-11-14,1691,304,small market,central,75,leaves,herbal tea,chamomile,196,532,iowa,210,280,180,490,108,decaf,196,True,net positive
712,113,7,2014-11-15,803,165,small market,central,36,leaves,herbal tea,lemon,107,278,iowa,100,150,100,250,58,decaf,107,True,net positive
712,211,19,2014-11-16,1778,212,small market,central,59,leaves,tea,darjeeling,129,423,iowa,170,180,110,350,83,regular,129,True,net positive
319,245,43,2014-11-17,1784,300,small market,central,93,leaves,tea,earl grey,173,545,iowa,200,250,130,450,127,regular,173,True,net positive
720,86,-2,2014-11-18,1003,124,major market,central,24,beans,coffee,decaf irish cream,88,210,colorado,80,120,90,200,36,decaf,88,True,net positive
630,127,-8,2014-11-19,830,185,major market,central,40,beans,coffee,decaf irish cream,122,312,illinois,120,180,130,300,63,decaf,122,True,net positive
970,67,-33,2014-11-20,677,101,major market,central,22,beans,espresso,decaf espresso,47,168,colorado,80,130,80,210,54,decaf,47,True,net positive
630,250,-83,2014-11-21,1820,251,major market,central,70,beans,espresso,decaf espresso,157,501,illinois,320,320,240,640,94,decaf,157,True,net positive
719,123,4,2014-11-22,959,179,major market,central,34,beans,coffee,amaretto,134,302,colorado,120,170,130,290,45,regular,134,True,net positive
847,224,4,2014-11-23,1191,310,major market,central,73,beans,coffee,colombian,194,534,illinois,220,300,190,520,116,regular,194,True,net positive
970,54,-37,2014-11-24,601,79,major market,central,15,beans,espresso,caffe mocha,53,133,colorado,60,110,90,170,26,regular,53,True,net positive
815,247,-104,2014-11-25,1744,329,major market,central,81,beans,espresso,caffe mocha,216,576,illinois,310,420,320,730,113,regular,216,True,net positive
740,153,-53,2014-11-26,1319,153,major market,central,42,beans,espresso,caffe mocha,87,306,ohio,190,200,140,390,66,regular,87,True,net positive
303,153,7,2014-11-27,1319,153,major market,central,42,leaves,herbal tea,chamomile,87,306,colorado,140,140,80,280,66,decaf,87,True,net positive
309,123,3,2014-11-28,959,179,major market,central,34,leaves,herbal tea,chamomile,133,302,illinois,110,170,130,280,46,decaf,133,True,net positive
630,86,8,2014-11-29,1003,124,major market,central,24,leaves,herbal tea,mint,88,210,illinois,80,110,80,190,36,decaf,88,True,net positive
513,88,2,2014-11-30,817,133,major market,central,29,leaves,tea,darjeeling,72,221,ohio,70,110,70,180,61,regular,72,True,net positive
740,134,31,2014-12-01,690,186,major market,central,41,leaves,tea,earl grey,121,320,ohio,110,150,90,260,65,regular,121,True,net positive
719,81,6,2014-12-02,551,104,major market,central,26,leaves,tea,green tea,66,185,colorado,60,90,60,150,38,regular,66,True,net positive
319,10,-11,2014-12-03,594,14,small market,central,3,beans,coffee,decaf irish cream,-1,24,iowa,0,20,10,20,15,decaf,-1,True,net negative
715,83,-13,2014-12-04,575,112,small market,central,27,beans,coffee,decaf irish cream,57,195,wisconsin,80,110,70,190,55,decaf,57,True,net positive
573,68,-14,2014-12-05,619,85,small market,central,25,beans,coffee,colombian,26,153,missouri,60,90,40,150,59,regular,26,True,net positive
715,105,-10,2014-12-06,716,145,small market,central,95,beans,coffee,colombian,20,250,wisconsin,100,140,30,240,125,regular,20,True,net positive
314,50,-22,2014-12-07,898,73,small market,central,14,beans,espresso,caffe mocha,48,123,missouri,60,90,70,150,25,regular,48,True,net positive
715,80,-30,2014-12-08,1079,96,small market,central,24,beans,espresso,caffe mocha,50,176,wisconsin,100,120,80,220,46,regular,50,True,net positive
641,247,16,2014-12-09,1744,329,small market,central,81,leaves,herbal tea,chamomile,216,576,iowa,230,300,200,530,113,decaf,216,True,net positive
319,127,3,2014-12-10,830,185,small market,central,40,leaves,herbal tea,lemon,123,312,iowa,120,170,120,290,62,decaf,123,True,net positive
641,250,36,2014-12-11,1820,251,small market,central,70,leaves,tea,darjeeling,156,501,iowa,210,200,120,410,95,regular,156,True,net positive
641,294,46,2014-12-12,1838,360,small market,central,111,leaves,tea,earl grey,216,654,iowa,240,300,170,540,144,regular,216,True,net positive
573,20,-6,2014-12-13,218,25,small market,central,7,leaves,tea,earl grey,-16,45,missouri,10,20,-10,30,41,regular,-16,True,net negative
719,108,22,2014-12-14,971,157,major market,central,30,beans,coffee,decaf irish cream,133,282,colorado,100,160,150,260,41,decaf,133,True,net positive
815,122,11,2014-12-15,789,176,major market,central,39,beans,coffee,decaf irish cream,135,318,illinois,110,190,160,300,61,decaf,135,True,net positive
970,72,-47,2014-12-16,650,110,major market,central,23,beans,espresso,decaf espresso,68,194,colorado,100,160,130,260,54,decaf,68,True,net positive
773,239,-79,2014-12-17,1755,239,major market,central,66,beans,espresso,decaf espresso,180,509,illinois,340,370,300,710,90,decaf,180,True,net positive
